left_product,left_manufacturer,left_price,left_description,right_product,right_manufacturer,right_price,right_description,match
"Fone de Ouvido Bluetooth Cx Plus True Wireless com Cancelamento de Ruído Ativo, intra-auricular, IPX4, Controles personalizáveis e 24 horas de duração da bateria - Branco",Sennheiser,2033.91,"Obtenha a melhor experiência de áudio durante todo o dia com a mais recente obra-prima de tecnologia da Sennheiser: os novos fones de ouvido CX Plus True Wireless. Projetado para o máximo conforto com seu design ergonômico e controles intuitivos. Com Cancelamento Ativo de Ruído e Audição Transparente para dar a você a opção de bloquear o ambiente ao seu redor ou permanecer em contato. Enquanto desfruta de áudio de primeira classe com som cristalino e graves profundos, você pode simplesmente ajustar ao seu gosto",Kit Mobile Sennheiser MKE 400,Sennheiser,2705.15,"O MKE 400 Mobile Kit combina portabilidade e desempenho para a melhor experiência de vlogging. Atualize seu áudio e seu vídeo com essas três ferramentas essenciais.O MKE 400 é um microfone shotgun compacto que fornece foco e detalhes para suas gravações. Um windscreen integrado e montagem interna contra impactos ajudam a evitar o manuseio e o ruído do vento, enquanto os cabos TRS e TRRS de 3,5 mm fornecidos permitem compatibilidade com câmeras DSLR / M e dispositivos móveis.O Suporte para smartphone é feito de alumínio sólido e possui punhos de borracha macia que fornecem um encaixe seguro para quase todos os telefones celulares. Um dial de travamento de 180 graus permite o posicionamento retrato ou paisagem para que você possa alternar de uma proporção para outra com facilidade.O Manfrotto PIXI é um minitripé leve e durável. O PIXI possui uma cabeça esférica com um mecanismo de travamento por botão que permite posicionar e travar a cabeça esférica em um movimento fluido e intuitivo. Os pés de borracha garantem uma aderência sem deslizamento na maioria das superfícies e as pernas dobráveis ??permitem um vlogging conveniente que adiciona estabilidade aos seus vídeos.Para criadores que buscam uma ótima solução móvel, o MKE 400 Mobile Kit oferece o conjunto certo de ferramentas para elevar seu conteúdo.Características- Kit móvel ideal para vloggers e criadores de conteúdo em movimento- O microfone MKE 400 possui windscreen integrado e montagem antichoque- O Clamp para smartphone com montagem de sapata fria oferece orientação retrato ou paisagem- Manfrotto PIXI Mini Tripé apresenta cabeça esférica de bloqueio por botão de pressão para o posicionamento desejado- Componentes construídos de forma durável para suportar o uso diário",0
"Kit SmartWatch Husky Sports 700, Preto, Pulseira Extra Azul Marinho, Com GPS + Fone de Ouvido Sem Fio Husky Technologies 700, Bluetooth",Husky Sports,427.02,"SmartWatch Husky Sports 700, Preto, Pulseira Extra Azul Marinho, Com GPS O novo smartwatch Husky Sports vai elevar o seu limite a outro nível! Possui um design esportivo, acabamento premium e pulseira mega confortável, com uma cor extra para você personalizar! Fone de Ouvido Sem Fio Husky Technologies EarBuds 700, Preto A escolha ideal para quem precisa de um fone confiável, prático e de ótima qualidade para chamadas de trabalho, reuniões, conferências, apresentações e até para momentos de lazer, seja para ouvir música ou podcasts. O Fone de Ouvido Husky Technologies 100 permite mais praticidade para o seu dia-a-dia, além de ser elegante.","SmartWatch Husky Sports 700 GPS, Preto, Pulseira Extra Cinza, Com GPS - HSPH004",Husky Sports,329.0,"SmartWatch Husky Sports 700 GPS, Preto, Pulseira Extra Cinza, Com GPS   Seu novo parceiro de aventuras! Conheça o Smartwatch Husky Sports 700! O novo smartwatch Husky Sports vai elevar o seu limite a outro nível! Possui um design esportivo, acabamento premium e pulseira mega confortável, com uma cor extra para você personalizar!   Muitos recursos para seu dia-a-dia! Com GPS integrado e resistência à água até 30 metros, você acompanhará com detalhes todos os seus treinos, independente da distância e do terreno, permitindo explorar diversos lugares!   Se mova!  Possui mais de 15 modos esportivos para te acompanhar nos treinos, com medições automáticas de frequência cardíaca, saturação e nível de estresse corporal, tudo para estar por dentro dos seus parâmetros de saúde.   Tela de 1,69 Polegadas Tela TFT com 1,69 polegadas, resolução de 240 x 240 pixels e excelente visibilidade, com ajuste de brilho.   Bateria durável A bateria durável de polímero de lítio, com 300 mAh, carrega completamente em menos de 2 horas por indução, pois o carregador funciona através de contato magnético, o ápice da modernidade e praticidade.   Controle em suas mãos Controle suas músicas, receba notificações de chamadas e utilize as demais funções básicas de um relógio com muito mais estilo e modernidade, com a personalização das faces para ficar do seu jeito!   Aproveite essa oportunidade e adquira seu SmartWatch KaBuM! Smart 700 no KaBuM!",1
Carregador Sem Fio Dazz Led - Carregamento Rápido - Padrão Qi - 10w - 60000031,Dazz,181.89,Carregador Sem Fio Dazz Led - Carregamento Rápido - Padrão Qi - 10w - 60000031,Cabo Micro Usb Para Usb - 90cm - Dourado - Metal Entrelaçado - Dazz 6013671,Dazz,57.79,Cabo Micro Usb Para Usb - 90cm - Dourado - Metal Entrelaçado - Dazz 6013671,0
Carregador Veicular Gps Mp3 Mp4 Câmera Digital Plug Entrada Tipo V3,UNIVERSAL,13.3,Carregador Veicular Gps Mp3 Mp4 Câmera Digital Plug Entrada Tipo V3,Carregador Veicular Gps Mp3 Mp4 Câmera Digital Plug Entrada Tipo V3,UNIVERSAL,13.3,Carregador Veicular Gps Mp3 Mp4 Câmera Digital Plug Entrada Tipo V3,1
Kit Adaptador Aquario Cf-440 Para Celular Motorola Moto G2,Áquario,54.78,Kit Adaptador Aquario CF-440 para Celular Motorola Moto G2,Kit Adaptador Aquario Cf-375 Para Motorola,Áquario,24.37,Kit Adaptador Aquario Cf-375 Para Motorola,1
Suporte De Celular Para Tripés E Bastões - Pgytech,PGYTECH,135.3,"Ganhe mais opções de gravação e captura de imagens em seu celular com este suporte universal da Pgytech! O suporte compacto e dobrável é capaz de segurar diversos modelos de celulares e oferece montagem em tripés e bastões por meio de orifício roscado de 1/4 polegadas. A base do suporte também é compatível com sistema Arca-Swiss para montagem em uma etapa.Para que você amplie as capacidades do seu smartphone e crie conteúdos ainda mais interessantes, uma sapata fria (cold shoe) na parte superior do suporte permite que você acople acessórios opcionais, como uma luz LED ou um microfone externo.Não importa o telefone que você está usando, o suporte Pgytech não decepcionará! O produto pode alocar smartphones de 6 cm a 9 cm de largura. Isso significa que é compatível com os dispositivos mais populares disponíveis no mercado. Além disso, o design refinado do produto manterá seu telefone seguro e estável.O suporte é tão leve e prático que você sempre pode tê-lo na palma da sua mão. Quando algo chamar sua atenção, basta retirá-lo e usá-lo como quiser! O design dobrável do acessório torna muito mais fácil de transportar. Ele não vai ocupar muito espaço em sua bolsa ou mochila, e se necessário você pode até colocá-la no bolso!",Suporte De Celular Para Tripés E Bastões - Pgytech,PGYTECH,135.3,"Ganhe mais opções de gravação e captura de imagens em seu celular com este suporte universal da Pgytech! O suporte compacto e dobrável é capaz de segurar diversos modelos de celulares e oferece montagem em tripés e bastões por meio de orifício roscado de 1/4 polegadas. A base do suporte também é compatível com sistema Arca-Swiss para montagem em uma etapa.Para que você amplie as capacidades do seu smartphone e crie conteúdos ainda mais interessantes, uma sapata fria (cold shoe) na parte superior do suporte permite que você acople acessórios opcionais, como uma luz LED ou um microfone externo.Não importa o telefone que você está usando, o suporte Pgytech não decepcionará! O produto pode alocar smartphones de 6 cm a 9 cm de largura. Isso significa que é compatível com os dispositivos mais populares disponíveis no mercado. Além disso, o design refinado do produto manterá seu telefone seguro e estável.O suporte é tão leve e prático que você sempre pode tê-lo na palma da sua mão. Quando algo chamar sua atenção, basta retirá-lo e usá-lo como quiser! O design dobrável do acessório torna muito mais fácil de transportar. Ele não vai ocupar muito espaço em sua bolsa ou mochila, e se necessário você pode até colocá-la no bolso!",1
"Capa Capinha Iphone 12 Mini, Dupla Camada Premium",Uniq,34.51,"Capa Capinha Iphone 12 Mini Dupla Camada PremiumA capa Dupla Camada Premium Infinity é uma capa anti impacto que possui na parte externa policarbonato altamente resistente que absorve os impactos. Já na parte interna seu material é em TPU. A soma desses materiais deixará seu aparelho extremamente protegido, além de suas bordas serem estrategicamente elevadas para proteção de sua tela.",Capa Capinha Motorola Moto G8 Play Anti Impacto Smoke.,Uniq,29.75,"Capa Capinha Motorola Moto G8 Play Anti Impacto Smoke A linha Smoke Case é uma capa que aumentará muito a resistência à impactos do seu aparelho. Ela sobrepõe a tela nas laterais, abraçando o aparelho fazendo com que aumente a proteção da tela.Seu aparelho ficará elegante, leve e fino, sem perder as características originais.",0
Carregador Usb Com Filtro Bem Ligado 2 Tomadas Fl-usb21gwh Branco - Coletek,C3TECH,44.9,Carregador Usb Com Filtro Bem Ligado 2 Tomadas Fl-usb21gwh Branco - Coletek,Suporte Universal Para Celular E Tablet Mh-01bk - C3tech,C3TECH,10.9,Suporte Universal Para Celular E Tablet Mh-01bk - C3tech,0
Capa Protetora Leader Ship Carteira Com Espelho Galaxy Siii Branca Cod 5031,Leadership,33.64,Tenha tudo que precisa em apenas uma carteira. Fino acabamento e fecho magnético. Exclusivo encaixe para Galaxy SIII. Compartimento para cartões e dinheiro e espelho para maquiagem. Total proteção contra arranhões e pequenos impactos. Encaixe do smartphone perfeito e sem folgas.,Capa Protetora Leader Ship Carteira Com Espelho Galaxy Siii Branca Cod 5031,Leadership,33.64,Tenha tudo que precisa em apenas uma carteira. Fino acabamento e fecho magnético. Exclusivo encaixe para Galaxy SIII. Compartimento para cartões e dinheiro e espelho para maquiagem. Total proteção contra arranhões e pequenos impactos. Encaixe do smartphone perfeito e sem folgas.,1
"SMARTPHONE ANDROID OPPO A16 | 4G DUAL SIM | TELA 6.52"" | 4GB RAM | 64GB",Oppo,,"O Oppo A16 é um smartphone Android completo, que não tem muito a invejar aos mais avançados dispositivos. Surpreendente é sua tela Touchscreen de 6.52 polegadas, que coloca esse Oppo no topo de sua categoria. A resolução também é alta: 1600x720 pixel. Quanto às funções, no Oppo A16 realmente não falta nada. Começando pelo conectividade Wi-fi e GPS. A transferência de dados e navegação web sao fornecidas pela rede UMTS. Enfatizamos a boa memória interna de 64 GB com a possibilidade de expansão. Este Oppo A16 é um produto com poucos concorrentes em termos de multimídia graças à câmera de 13 megapixels que permite ao Oppo A16 tirar fotos fantásticas com uma resolução de 4163x3122 pixels e gravar vídeos em alta definição (Full HD) com uma resolução de 1920x1080 pixels. Muito fino, 8.4 milímetros, o que torna o Oppo A16 realmente interessante. Marca Oppo Memória Interna 64GB Memória RAM 4GB Memória Externa Suporta cartão Micro SD Processador CPU MediaTek Helio G35, Octa Core de 2.3GHz GPU IMG_GE8320 Sistema Operacional Android 11 + ColorOS 11.1 Tela LCD de 6.52"" HD+ Taxa de Atualização 60Hz Câmera Principal Triple: Wide de 13MP f/2.2 e FOV 80°, Mono de 2MP f/2.4 e FOV 88.8°, e Macro de 2MP f/2.4 e FOV 88.8° + Câmera Frontal de 8MP f/2.0 e FOV 79° Frequência 2G GSM: 850, 900, 1800, 1900 MHz Frequência 3G WCDMA: 1(2100), 2(1900), 4(AWS), 5(850), 8(900), 19(800) MHz Frequência 4G FDD-LTE: 1(2100), 2(1900), 3(1800), 4(AWS), 5(850), 7(2600), 8(900), 12(700), 17(700), 18(800), 19(800), 26(800), 28(700), 66(AWS-3) / TDD-LTE: 38(2600), 41(2500) MHz SIM Card Dual SIM (Nano) Bateria 5.000 mAh Comunicação USB-C - Conector Mini Jack 3.5mm Conectividade Wireless Wi-Fi, banda dupla 2.4GHz e 5GHz - Bluetooth 5.0 Vídeo Qualidade máxima de captura: Full HD a 30 fps Localização GPS - A-GPS - GLONASS - BeiDou - Galileo - QZSS Sensor Impressão Digital - Proximidade - Sensor de Luz Ambiente - Acelerômetro - Sensor Geomagnético Inclui Adaptador de Energia - Cabo USB - Capinha - Fone de Ouvido - Manual","SMARTPHONE ANDROID OPPO A16 | 4G DUAL SIM | TELA 6.52"" | 4GB RAM | 64GB Preto",Oppo,,"O Oppo A16 é um smartphone Android completo, que não tem muito a invejar aos mais avançados dispositivos. Surpreendente é sua tela Touchscreen de 6.52 polegadas, que coloca esse Oppo no topo de sua categoria. A resolução também é alta: 1600x720 pixel. Quanto às funções, no Oppo A16 realmente não falta nada. Começando pelo conectividade Wi-fi e GPS. A transferência de dados e navegação web sao fornecidas pela rede UMTS. Enfatizamos a boa memória interna de 64 GB com a possibilidade de expansão. Este Oppo A16 é um produto com poucos concorrentes em termos de multimídia graças à câmera de 13 megapixels que permite ao Oppo A16 tirar fotos fantásticas com uma resolução de 4163x3122 pixels e gravar vídeos em alta definição (Full HD) com uma resolução de 1920x1080 pixels. Muito fino, 8.4 milímetros, o que torna o Oppo A16 realmente interessante. Marca Oppo Memória Interna 64GB Memória RAM 4GB Memória Externa Suporta cartão Micro SD Processador CPU MediaTek Helio G35, Octa Core de 2.3GHz GPU IMG_GE8320 Sistema Operacional Android 11 + ColorOS 11.1 Tela LCD de 6.52"" HD+ Taxa de Atualização 60Hz Câmera Principal Triple: Wide de 13MP f/2.2 e FOV 80°, Mono de 2MP f/2.4 e FOV 88.8°, e Macro de 2MP f/2.4 e FOV 88.8° + Câmera Frontal de 8MP f/2.0 e FOV 79° Frequência 2G GSM: 850, 900, 1800, 1900 MHz Frequência 3G WCDMA: 1(2100), 2(1900), 4(AWS), 5(850), 8(900), 19(800) MHz Frequência 4G FDD-LTE: 1(2100), 2(1900), 3(1800), 4(AWS), 5(850), 7(2600), 8(900), 12(700), 17(700), 18(800), 19(800), 26(800), 28(700), 66(AWS-3) / TDD-LTE: 38(2600), 41(2500) MHz SIM Card Dual SIM (Nano) Bateria 5.000 mAh Comunicação USB-C - Conector Mini Jack 3.5mm Conectividade Wireless Wi-Fi, banda dupla 2.4GHz e 5GHz - Bluetooth 5.0 Vídeo Qualidade máxima de captura: Full HD a 30 fps Localização GPS - A-GPS - GLONASS - BeiDou - Galileo - QZSS Sensor Impressão Digital - Proximidade - Sensor de Luz Ambiente - Acelerômetro - Sensor Geomagnético Inclui Adaptador de Energia - Cabo USB - Capinha - Fone de Ouvido - Manual",1
